Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,53.310001,54.549999,52.610001000000004,54.18,49.707905,1920000
2016-01-05,53.759997999999996,54.330002,52.790001000000004,53.560001,49.139088,1769900
2016-01-06,51.93,52.25,49.990002000000004,50.48,46.313313,2532700
2016-01-07,49.32,49.990002000000004,48.259997999999996,48.509997999999996,44.505917,2715500
2016-01-08,48.439999,49.09,46.82,47.799999,43.854515,1899600
2016-01-11,48.029999,48.200001,44.98,45.740002000000004,41.964560999999996,3234800
2016-01-12,46.75,47.310001,44.400002,46.029999,42.230618,3775400
2016-01-13,46.959998999999996,47.369999,44.889998999999996,44.939999,41.230591,3092300
2016-01-14,45.209998999999996,47.25,44.369999,46.630001,42.781094,3544700
2016-01-15,44.619999,45.369999,43.66,45.150002,41.42326,3456900
2016-01-19,45.349998,45.360001000000004,42.299999,43.150002,39.588341,3008400
2016-01-20,41.580002,43.5,40.02,42.849998,39.313103000000005,4259300
2016-01-21,42.419998,46.279999,42.299999,45.279999,41.542526,4068900
2016-01-22,48.029999,49.16,45.799999,47.029999,43.148075,4462100
2016-01-25,45.73,46.619999,43.900002,43.93,40.303955,2595300
2016-01-26,45.439999,46.529999,44.049999,45.84,42.056301,2645800
2016-01-27,45.310001,48.259997999999996,45.060001,46.07,42.267319,4579200
2016-01-28,46.540001000000004,50.970001,46.52,49.48,45.395851,5093400
2016-01-29,49.650002,50.970001,48.799999,50.799999,46.606891999999995,3859900
2016-02-01,49.52,50.16,48.52,49.93,45.808712,2914200
2016-02-02,48.470001,48.810001,46.290001000000004,46.630001,42.781094,2879500
2016-02-03,47.919998,49.41,45.900002,49.369999,45.29493,2796400
2016-02-04,49.939999,52.02,49.91,51.32,47.083977000000004,5056700
2016-02-05,50.860001000000004,51.73,49.049999,50.279999,46.129818,3234700
2016-02-08,49.080002,49.869999,48.18,49.639998999999996,45.542648,2234500
2016-02-09,50.560001,51.060001,46.740002000000004,48.02,44.056362,2742300
2016-02-10,46.669998,48.080002,46.220001,46.259997999999996,43.058547999999995,2267300
2016-02-11,45.459998999999996,46.419998,44.299999,45.75,42.583843,3070600
2016-02-12,47.080002,48.540001000000004,46.369999,47.41,44.128963,2162900
2016-02-16,48.290001000000004,48.75,47.450001,48.639998999999996,45.273838,2550800
2016-02-17,49.66,53.16,49.509997999999996,52.919998,49.257641,3623400
2016-02-18,53.220001,53.650002,50.18,51.900002,48.308231,3162100
2016-02-19,50.779999,51.59,50.0,51.580002,48.010376,1726100
2016-02-22,53.060001,54.32,52.700001,53.889998999999996,50.160507,2637600
2016-02-23,53.48,54.0,50.560001,51.080002,47.544983,2163600
2016-02-24,49.939999,51.5,49.040001000000004,51.32,47.768372,1561900
2016-02-25,51.529999,51.700001,49.650002,51.5,47.935909,1700400
2016-02-26,53.150002,54.25,52.110001000000004,53.139998999999996,49.46241,2615200
2016-02-29,53.189999,54.290001000000004,52.310001,52.970001,49.30418,2478900
2016-03-01,53.939999,55.049999,52.66,54.759997999999996,50.970303,2395700
2016-03-02,53.990002000000004,57.369999,53.57,57.34,53.371754,2308700
2016-03-03,57.169998,59.259997999999996,56.77,58.98,54.898258,2878100
2016-03-04,59.43,63.540001000000004,58.439999,61.959998999999996,57.672024,4541000
2016-03-07,61.009997999999996,63.48,61.009997999999996,62.950001,58.593509999999995,3451200
2016-03-08,62.27,62.389998999999996,60.02,60.700001,56.499221999999996,2211000
2016-03-09,62.02,63.310001,60.529999,62.220001,57.914028,2409000
2016-03-10,61.82,62.310001,59.93,61.959998999999996,57.672024,2510400
2016-03-11,62.389998999999996,63.720001,62.32,63.389998999999996,59.00305899999999,1685000
2016-03-14,61.959998999999996,62.939999,60.580002,61.130001,56.89946,2927400
2016-03-15,60.049999,61.549999,58.57,61.52,57.26246999999999,2155200
2016-03-16,62.43,63.110001000000004,61.43,62.439999,58.118801,1638300
2016-03-17,62.75,63.75,61.459998999999996,63.130001,58.761055000000006,2470900
2016-03-18,63.52,64.059998,60.57,60.830002,56.620228000000004,3203600
2016-03-21,60.41,61.389998999999996,59.619999,60.98,56.759842000000006,1885000
2016-03-22,59.950001,61.400002,59.400002,59.860001000000004,55.717358,1716800
2016-03-23,59.59,60.66,57.700001,57.84,53.837151,2432100
2016-03-24,56.580002,58.189999,56.349998,58.099998,54.07915500000001,2685800
2016-03-28,58.470001,58.77,57.48,58.400002,54.358394999999994,1268800
2016-03-29,57.139998999999996,58.459998999999996,56.18,58.110001000000004,54.088463,2159700
2016-03-30,59.150002,59.849998,57.459998999999996,58.310001,54.274623999999996,1728200
2016-03-31,58.060001,59.740002000000004,57.880001,58.720001,54.656245999999996,1634500
2016-04-01,57.02,57.549999,55.959998999999996,56.630001,52.710892,2269200
2016-04-04,56.93,57.939999,55.959998999999996,56.790001000000004,52.859818000000004,1827000
2016-04-05,56.049999,57.84,56.0,56.779999,52.85051,1366600
2016-04-06,57.400002,58.279999,56.220001,57.169998,53.213516000000006,1802700
2016-04-07,56.810001,57.57,55.75,56.169998,52.282726000000004,1975700
2016-04-08,57.75,58.830002,56.990002000000004,57.23,53.269363,1959400
2016-04-11,57.619999,58.990002000000004,57.369999,57.900002,53.892993999999995,1377900
2016-04-12,58.490002000000004,61.080002,58.279999,60.099998,55.94074200000001,3726700
2016-04-13,60.380001,60.630001,58.889998999999996,60.139998999999996,55.97796999999999,1702700
2016-04-14,60.709998999999996,60.860001000000004,59.060001,59.689999,55.559116,1231000
2016-04-15,58.799999,58.799999,56.709998999999996,58.16,54.135006000000004,2987500
2016-04-18,56.009997999999996,60.029999,55.830002,59.869999,55.72665799999999,2457300
2016-04-19,60.580002,63.470001,60.200001,63.060001,58.6959,2598600
2016-04-20,62.740002000000004,64.33000200000001,62.369999,63.57,59.170596999999994,2045500
2016-04-21,63.91,64.339996,62.939999,63.709998999999996,59.300906999999995,1662500
2016-04-22,63.740002000000004,65.550003,63.25,64.08000200000001,59.645309,2648300
2016-04-25,63.439999,64.279999,62.5,62.950001,58.593509999999995,1356600
2016-04-26,63.68,63.810001,62.369999,63.049999,58.686588,1565700
2016-04-27,63.959998999999996,65.0,63.529999,64.949997,60.455096999999995,1749500
2016-04-28,64.639999,66.089996,63.830002,64.91999799999999,60.42717,2428400
2016-04-29,64.239998,66.260002,64.160004,66.120003,61.544128,3092900
2016-05-02,65.699997,65.699997,61.849998,63.049999,58.686588,3956800
2016-05-03,61.84,62.27,60.639998999999996,61.68,57.411404000000005,2731700
2016-05-04,62.200001,62.419998,59.25,60.029999,55.875583999999996,2270900
2016-05-05,61.669998,61.759997999999996,59.52,60.09,55.931435,1047000
2016-05-06,59.700001,61.599998,59.630001,60.689999,56.489909999999995,1502800
2016-05-09,60.48,60.580002,57.830002,58.27,54.23739200000001,1740300
2016-05-10,58.82,59.889998999999996,58.48,59.700001,55.568424,1321600
2016-05-11,58.619999,60.23,57.970001,59.490002000000004,56.01853199999999,1543700
2016-05-12,60.029999,60.639998999999996,58.290001000000004,58.650002,55.227551,1218400
2016-05-13,58.380001,59.650002,57.98,58.080002,54.690811,1068700
2016-05-16,59.400002,60.330002,59.209998999999996,59.330002,55.867867000000004,952000
2016-05-17,59.119999,60.970001,58.919998,59.939999,56.442276,1605300
2016-05-18,59.849998,60.349998,57.66,57.880001,54.502483,1715300
2016-05-19,57.099998,57.82,56.349998,57.450001,54.097572,1600600
2016-05-20,57.66,59.400002,57.610001000000004,58.810001,55.378216,1540400
