Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,68.089996,68.18,66.769997,67.589996,65.503387,9248300
2016-01-05,67.370003,67.709999,65.66999799999999,66.550003,64.495483,10809200
2016-01-06,65.239998,65.550003,64.239998,64.41999799999999,62.704491000000004,9752200
2016-01-07,63.310001,64.25,63.080002,63.84,62.139931000000004,11323900
2016-01-08,64.18,64.410004,63.57,63.630001,61.935528000000005,10003600
2016-01-11,63.740002000000004,64.209999,63.099998,64.050003,62.344345,8157100
2016-01-12,64.800003,64.900002,63.599998,64.400002,62.685019999999994,7560000
2016-01-13,63.650002,64.370003,62.23,62.849998,61.176295999999994,11291200
2016-01-14,62.849998,63.75,62.369999,63.290001000000004,61.604580000000006,6664000
2016-01-15,62.029999,63.049999,61.5,62.91,61.234699,8597300
2016-01-19,63.41,63.790001000000004,62.240002000000004,62.639998999999996,60.971889000000004,7652100
2016-01-20,61.540001000000004,63.540001000000004,61.290001000000004,63.029999,61.351501,9043800
2016-01-21,63.0,64.32,62.509997999999996,62.639998999999996,60.971889000000004,8992300
2016-01-22,58.389998999999996,58.889998999999996,54.139998999999996,55.060001,53.593745999999996,43783400
2016-01-25,54.459998999999996,55.77,54.139998999999996,55.02,53.554813,18498300
2016-01-26,55.200001,55.740002000000004,54.959998999999996,55.09,53.622952000000005,12844800
2016-01-27,55.369999,55.82,54.419998,54.52,53.068130000000004,11044100
2016-01-28,54.68,54.759997999999996,52.150002,52.880001,51.471802000000004,18015000
2016-01-29,53.18,53.709998999999996,53.049999,53.5,52.075291,13981100
2016-02-01,53.41,54.990002000000004,53.0,54.700001,53.243331999999995,9861900
2016-02-02,54.330002,54.389998999999996,53.490002000000004,53.66,52.23103,11698400
2016-02-03,54.0,54.290001000000004,52.830002,54.110001000000004,52.66904399999999,9729800
2016-02-04,54.080002,54.459998999999996,53.810001,54.380001,52.931854,6904000
2016-02-05,54.720001,54.849998,53.810001,53.98,52.54250699999999,9159600
2016-02-08,53.240002000000004,53.450001,52.23,52.400002,51.004581,11830600
2016-02-09,52.259997999999996,53.02,51.91,52.630001,51.228462,8588900
2016-02-10,53.0,53.43,52.279999,52.290001000000004,50.897514,7081900
2016-02-11,51.220001,51.59,50.27,51.110001000000004,49.748940000000005,9214500
2016-02-12,51.880001,52.73,51.639998999999996,52.66,51.257659999999994,6107700
2016-02-16,53.009997999999996,53.48,52.73,53.18,51.763813,7163800
2016-02-17,53.5,54.0,53.299999,53.610001000000004,52.182362,8638900
2016-02-18,53.5,54.349998,53.450001,54.150002,52.707981000000004,8502900
2016-02-19,54.25,55.029999,54.029999,54.709998999999996,53.253067,6557000
2016-02-22,54.709998999999996,55.630001,54.709998999999996,55.630001,54.14856700000001,6537800
2016-02-23,55.52,55.599998,54.959998999999996,55.110001000000004,53.642414,5884100
2016-02-24,54.450001,54.869999,53.560001,54.639998999999996,53.184929000000004,5596400
2016-02-25,54.779999,55.389998999999996,54.299999,55.389998999999996,53.914963,4385900
2016-02-26,55.709998999999996,55.900002,55.150002,55.380001,53.905224,5886800
2016-02-29,55.299999,56.150002,54.810001,55.580002,54.099903000000005,10380500
2016-03-01,56.029999,56.84,55.619999,56.799999,55.287411,9160800
2016-03-02,56.880001,57.23,56.57,57.119999,55.598888,7266200
2016-03-03,57.16,58.18,57.16,58.09,56.54305600000001,6848000
2016-03-04,58.439999,58.650002,57.810001,58.290001000000004,56.737736,5410000
2016-03-07,58.0,59.48,57.630001,59.0,57.428825,9373500
2016-03-08,58.84,60.0,58.709998999999996,59.43,57.84737,10556900
2016-03-09,59.73,59.790001000000004,58.52,59.049999,57.477493,6469000
2016-03-10,59.290001000000004,59.459998999999996,58.049999,58.75,57.18548199999999,6484100
2016-03-11,59.529999,59.91,59.02,59.459998999999996,57.876571999999996,7837300
2016-03-14,59.509997999999996,59.939999,59.009997999999996,59.57,57.98364300000001,4253400
2016-03-15,59.360001000000004,59.400002,58.630001,59.23,57.652702000000005,3881900
2016-03-16,58.91,59.900002,58.720001,59.700001,58.11018000000001,4882600
2016-03-17,59.549999,60.5,59.32,60.080002,58.480064,4609800
2016-03-18,60.310001,61.450001,60.029999,61.220001,59.58970600000001,8341300
2016-03-21,60.990002000000004,61.380001,60.849998,61.209998999999996,59.57997099999999,3665600
2016-03-22,60.77,60.900002,59.91,60.610001000000004,58.99594499999999,4783200
2016-03-23,60.700001,60.91,60.279999,60.630001,59.015411,3605100
